id;price;area;rooms;floor;rent;outdoor;parking;build_year;status;address
4192;899 000 zł;46,7 m²;2;3/3;700 zł;;;1960;do remontu;ul. Żytnia, Młynów, Wola, Warszawa, mazowieckie
4193;670 000 zł;37,2 m²;2;1/4;720 zł;balkon;;1971;do remontu;ul. 1 Sierpnia, Rakowiec, Ochota, Warszawa, mazowieckie
4194;1 270 000 zł;67,01 m²;3;1/3;790 zł;;;2015;do zamieszkania;ul. Santocka, Augustówka, Mokotów, Warszawa, mazowieckie
4195;1 415 000 zł;74,59 m²;4;2/3;1 100 zł;balkon;garaż/miejsce parkingowe;2021;do zamieszkania;ul. Santocka, Augustówka, Mokotów, Warszawa, mazowieckie
4196;2 290 000 zł;89,47 m²;2;3/3;;;;1960;do zamieszkania;ul. Piekarska, Stare Miasto, Śródmieście, Warszawa, mazowieckie
4197;1 099 000 zł;60 m²;3;1/9;850 zł;balkon, taras;;1980;do zamieszkania;Muranów, Śródmieście, Warszawa, mazowieckie
4198;609 000 zł;28,9 m²;1;5;;balkon;;1968;;ul. Stefana Batorego 29, Stary Mokotów, Mokotów, Warszawa, mazowieckie
4199;1 880 000 zł;78 m²;3;5/7;1 200 zł;taras;garaż/miejsce parkingowe;2006;do zamieszkania;ul. Dolna, Sielce, Mokotów, Warszawa, mazowieckie
4200;590 000 zł;48 m²;3;parter/4;800 zł;;;1;do remontu;ul. Szegedyńska 8, Wrzeciono, Bielany, Warszawa, mazowieckie
4201;1 700 000 zł;70,92 m²;3;3/7;;balkon;garaż/miejsce parkingowe;brak informacji;;ul. Fort Służew, Stary Służew, Ursynów, Warszawa, mazowieckie
4202;2 499 000 zł;114,46 m²;4;4/5;1 018,20 zł;balkon;garaż/miejsce parkingowe;2015;do zamieszkania;ul. Jana Nowaka-Jeziorańskiego, Gocław, Praga-Południe, Warszawa, mazowieckie
4203;817 000 zł;53 m²;2;5/5;730 zł;balkon;;1938;do zamieszkania;ul. Wolska 109, Odolany, Wola, Warszawa, mazowieckie
4204;2 150 000 zł;89,36 m²;3;2/4;;;garaż/miejsce parkingowe;2009;;al. Aleja Wilanowska, Stegny, Mokotów, Warszawa, mazowieckie
4205;930 000 zł;48 m²;3;9/15;1 000 zł;;;brak informacji;;ul. Grzybowska, Mirów, Wola, Warszawa, mazowieckie
4206;880 000 zł;45 m²;2;> 10/16;740 zł;balkon;garaż/miejsce parkingowe;2017;;Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie
4207;1 380 000 zł;78,89 m²;4;4/7;800 zł;balkon;garaż/miejsce parkingowe;2021;do zamieszkania;ul. Myśliborska, Żerań, Białołęka, Warszawa, mazowieckie
4208;899 000 zł;35 m²;2;7/12;350 zł;balkon;garaż/miejsce parkingowe;1970;do zamieszkania;ul. Emilii Plater, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie
4209;1 390 000 zł;62 m²;3;2/11;;balkon;garaż/miejsce parkingowe;2017;do zamieszkania;ul. Płocka, Młynów, Wola, Warszawa, mazowieckie
4210;752 909 zł;40,7 m²;2;3/9;450 zł;;;2010;do zamieszkania;ul. Rembielińska, Bródno, Targówek, Warszawa, mazowieckie
4211;899 000 zł;68,74 m²;5;10/12;1 350 zł;balkon;;1976;do zamieszkania;ul. Josepha Conrada, Chomiczówka, Bielany, Warszawa, mazowieckie
4213;699 000 zł;48 m²;2;3/3;600 zł;balkon;;brak informacji;;ul. Grabowska, Odolany, Wola, Warszawa, mazowieckie
4214;879 000 zł;53 m²;3;2/16;700 zł;balkon;;1982;do zamieszkania;ul. Gwiaździsta, Marymont-Ruda, Bielany, Warszawa, mazowieckie
4215;1 090 050 zł;55,9 m²;2;1/4;730 zł;balkon;garaż/miejsce parkingowe;2006;do zamieszkania;ul. Kazimierza Jeżewskiego, Kabaty, Ursynów, Warszawa, mazowieckie
4216;2 000 000 zł;92 m²;3;2/4;;balkon, taras;garaż/miejsce parkingowe;brak informacji;do zamieszkania;ul. Sarmacka, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie
4217;1 475 000 zł;82,12 m²;3;4/4;1 200 zł;;;1938;;ul. Ludwika Narbutta, Stary Mokotów, Mokotów, Warszawa, mazowieckie
4218;Zapytaj o cenę;50,47 m²;3;2/6;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Narożna, Raków, Włochy, Warszawa, mazowieckie
4219;2 495 000 zł;91 m²;3;5/6;1 100 zł;balkon;garaż/miejsce parkingowe;1932;do zamieszkania;ul. Koszykowa, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie
4220;703 067 zł;35,33 m²;2;1/4;;balkon;garaż/miejsce parkingowe;2024;;ul. rtm. Witolda Pileckiego, Stary Imielin, Ursynów, Warszawa, mazowieckie
4221;630 000 zł;41,7 m²;2;2/10;700 zł;balkon;garaż/miejsce parkingowe;1972;do remontu;Służew, Mokotów, Warszawa, mazowieckie
4222;650 000 zł;37,05 m²;2;1/2;626 zł;balkon;;1949;do zamieszkania;ul. ks. Jana Sitnika, Koło, Wola, Warszawa, mazowieckie
4223;1 550 000 zł;105,78 m²;4;3/3;;;garaż/miejsce parkingowe;1996;do zamieszkania;ul. Królowej Marysieńki, Wilanów Wysoki, Wilanów, Warszawa, mazowieckie
4224;799 000 zł;55,6 m²;2;10/12;1 050 zł;balkon;garaż/miejsce parkingowe;1970;do zamieszkania;ul. Goplańska, Wilanów Wysoki, Wilanów, Warszawa, mazowieckie
4225;615 000 zł;36,7 m²;2;2/5;500 zł;balkon;;2023;do zamieszkania;ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie
4226;545 000 zł;18 m²;1;> 10/28;;balkon, taras;;2022;do zamieszkania;ul. Marcina Kasprzaka, Czyste, Wola, Warszawa, mazowieckie
4227;1 200 000 zł;49 m²;3;3/5;;balkon;;brak informacji;do wykończenia;ul. Stefanii Sempołowskiej, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie
4228;1 380 000 zł;79 m²;3;9/10;1 230 zł;balkon;;1988;;ul. Ksawerów 23, Ksawerów, Mokotów, Warszawa, mazowieckie
4229;1 620 000 zł;60,15 m²;3;> 10/17;730 zł;;garaż/miejsce parkingowe;2021;do zamieszkania;ul. Fort Wola, Ulrychów, Wola, Warszawa, mazowieckie
4230;780 000 zł;38 m²;2;4/4;620 zł;balkon;garaż/miejsce parkingowe;2021;do zamieszkania;ul. Szeligowska, Chrzanów, Bemowo, Warszawa, mazowieckie
4231;1 200 000 zł;56,62 m²;2;5/8;518 zł;;garaż/miejsce parkingowe;2008;do zamieszkania;ul. Bobrowiecka, Sielce, Mokotów, Warszawa, mazowieckie
4232;929 000 zł;56,77 m²;3;3/4;780 zł;;;brak informacji;do zamieszkania;ul. Władysława Jagiełły, Niedźwiadek, Ursus, Warszawa, mazowieckie
4233;849 000 zł;53,5 m²;2;4/11;800 zł;balkon, ogródek;garaż/miejsce parkingowe;2008;do zamieszkania;ul. Konstancińska, Sadyba, Mokotów, Warszawa, mazowieckie
4234;850 000 zł;40,12 m²;2;4/7;590 zł;balkon;garaż/miejsce parkingowe;2018;do zamieszkania;ul. Fort Wola, Ulrychów, Wola, Warszawa, mazowieckie
4235;1 199 000 zł;86,56 m²;3;2/3;950 zł;balkon;garaż/miejsce parkingowe;2009;do zamieszkania;ul. Krzyżówki, Żerań, Białołęka, Warszawa, mazowieckie
4236;1 350 000 zł;69,48 m²;2;4/4;1 081 zł;;;1936;;ul. Maurycego Mochnackiego, Stara Ochota, Ochota, Warszawa, mazowieckie
4237;1 090 000 zł;69 m²;3;2/3;845 zł;;garaż/miejsce parkingowe;2019;do zamieszkania;Pohulanka, Elsnerów, Targówek, Warszawa, mazowieckie
4238;1 580 000 zł;102,2 m²;4;5/5;1 260 zł;balkon;garaż/miejsce parkingowe;2003;do zamieszkania;ul. Nizinna, Grochów, Praga-Południe, Warszawa, mazowieckie
4239;1 099 000 zł;42 m²;2;3/3;896 zł;;;1954;do zamieszkania;ul. Podwale, Stare Miasto, Śródmieście, Warszawa, mazowieckie
4240;949 000 zł;49,29 m²;2;5/7;860 zł;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;ul. Szulborska, Ulrychów, Wola, Warszawa, mazowieckie
4241;990 000 zł;44,96 m²;2;parter/7;836 zł;ogródek;garaż/miejsce parkingowe;2023;do zamieszkania;ul. Jutrzenki, Salomea, Włochy, Warszawa, mazowieckie
4242;1 270 000 zł;68,8 m²;3;4/8;919 zł;balkon;garaż/miejsce parkingowe;2007;do zamieszkania;ul. Górczewska, Górce, Bemowo, Warszawa, mazowieckie
4243;2 275 000 zł;96 m²;4;3/6;1 200 zł;balkon;garaż/miejsce parkingowe;brak informacji;;ul. Banderii, Młynów, Wola, Warszawa, mazowieckie
4244;1 099 000 zł;40,76 m²;1;parter/3;680 zł;;;1952;;ul. Orla, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie
4245;759 000 zł;32,11 m²;1;1/6;470 zł;;garaż/miejsce parkingowe;1955;do zamieszkania;"al. Aleja ""Solidarności"", Mirów, Wola, Warszawa, mazowieckie"
4246;1 049 000 zł;67,73 m²;3;5/6;940 zł;balkon;garaż/miejsce parkingowe;2021;do zamieszkania;Warszawski Świt, Bródno, Targówek, Warszawa, mazowieckie
4247;3 180 000 zł;83,7 m²;3;3/7;1 200 zł;balkon;;1961;;ul. Niecała, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie
4248;2 636 000 zł;115,11 m²;5;6/6;1 550 zł;taras;garaż/miejsce parkingowe;2019;do zamieszkania;ul. Szeligowska, Jelonki Południowe, Bemowo, Warszawa, mazowieckie
4249;2 600 000 zł;115,3 m²;4;2/5;;balkon, taras;garaż/miejsce parkingowe;1998;;ul. Bielawska, Wierzbno, Mokotów, Warszawa, mazowieckie
4250;649 000 zł;36,1 m²;1;4/8;610 zł;balkon, ogródek;;2002;do zamieszkania;ul. Wacława Sierpińskiego, Rakowiec, Ochota, Warszawa, mazowieckie
4251;3 100 000 zł;135 m²;3;3/5;;balkon, taras;garaż/miejsce parkingowe;1998;;ul. Bielawska, Wierzbno, Mokotów, Warszawa, mazowieckie
4252;Zapytaj o cenę;50,86 m²;1;4/7;;;;;do wykończenia;ul. Krochmalna, Mirów, Wola, Warszawa, mazowieckie
4253;Zapytaj o cenę;71,6 m²;3;2/2;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Bluszczańska, Siekierki, Mokotów, Warszawa, mazowieckie
4254;Zapytaj o cenę;43,73 m²;2;3/7;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Stanisława Kierbedzia, Sielce, Mokotów, Warszawa, mazowieckie
4255;2 400 000 zł;103 m²;4;2/2;1 600 zł;balkon, ogródek;garaż/miejsce parkingowe;1955;do wykończenia;ul. Paryska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie
4256;783 000 zł;36,5 m²;1;3/5;540 zł;balkon;;2016;do zamieszkania;ul. Brzeska, Stara Praga, Praga-Północ, Warszawa, mazowieckie
4257;1 600 000 zł;73,13 m²;3;1/4;1 500 000 zł;balkon;;2017;do zamieszkania;ul. Adama Branickiego, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie
4258;1 195 000 zł;39 m²;2;3/4;;balkon;garaż/miejsce parkingowe;2019;do zamieszkania;ul. Dostatnia, Zawady, Wilanów, Warszawa, mazowieckie
4259;395 000 zł;25,2 m²;1;7/8;;;;brak informacji;do remontu;Czechowice, Ursus, Warszawa, mazowieckie
4260;830 000 zł;38,67 m²;2;4/6;600 zł;;garaż/miejsce parkingowe;1955;do zamieszkania;Stara Ochota, Ochota, Warszawa, mazowieckie
4261;2 600 000 zł;183 m²;5;4/5;1 695 zł;balkon, taras;garaż/miejsce parkingowe;2007;do zamieszkania;ul. Nowoursynowska, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie
4262;2 173 000 zł;83,6 m²;4;3/6;;balkon, taras;garaż/miejsce parkingowe;2017;;ul. Jaktorowska, Czyste, Wola, Warszawa, mazowieckie
4263;3 300 000 zł;117,57 m²;4;2/2;;balkon;;2024;;ul. Międzynarodowa, Saska Kępa, Praga-Południe, Warszawa, mazowieckie
4265;580 000 zł;30,1 m²;1;parter/3;570 zł;;;1960;do zamieszkania;Nowolipki, Wola, Warszawa, mazowieckie
4266;2 660 000 zł;90,15 m²;5;1/2;;balkon;;2024;;ul. Międzynarodowa, Saska Kępa, Praga-Południe, Warszawa, mazowieckie
4267;798 000 zł;36,3 m²;2;2/4;630 zł;balkon;garaż/miejsce parkingowe;1967;do zamieszkania;ul. Szwoleżerów, Ujazdów, Śródmieście, Warszawa, mazowieckie
4268;950 000 zł;46,03 m²;3;8/10;760 zł;balkon;;1971;do zamieszkania;ul. Czerniakowska, Solec, Śródmieście, Warszawa, mazowieckie
4269;1 280 000 zł;91 m²;4;2/4;1 000 zł;balkon, ogródek, taras;garaż/miejsce parkingowe;2009;do zamieszkania;ul. Dzieci Warszawy, Skorosze, Ursus, Warszawa, mazowieckie
4270;1 528 000 zł;59,93 m²;3;1/7;;;garaż/miejsce parkingowe;;do wykończenia;ul. Anny German, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie
4271;893 000 zł;45 m²;2;5/5;620 zł;balkon;garaż/miejsce parkingowe;2020;do zamieszkania;ul. Bluszczowa, Marysin Wawerski, Wawer, Warszawa, mazowieckie
4272;930 000 zł;47 m²;2;1/6;750 zł;balkon;garaż/miejsce parkingowe;2013;do zamieszkania;ul. Kluczborska, Górce, Bemowo, Warszawa, mazowieckie
4273;675 000 zł;40 m²;2;3/4;;balkon;garaż/miejsce parkingowe;2001;do zamieszkania;ul. Kawcza, Gocławek, Praga-Południe, Warszawa, mazowieckie
4274;949 000 zł;54 m²;2;1/10;650 zł;taras;;2007;do zamieszkania;ul. Międzyborska, Gocław, Praga-Południe, Warszawa, mazowieckie
4275;886 000 zł;61 m²;2;5/5;900 zł;;garaż/miejsce parkingowe;2002;do zamieszkania;ul. Krypska, Grochów, Praga-Południe, Warszawa, mazowieckie
4276;630 000 zł;32,15 m²;2;3/7;400 zł;balkon;;2022;do zamieszkania;Wiktoryn, Stare Włochy, Włochy, Warszawa, mazowieckie
4277;999 000 zł;47 m²;2;2/11;600 zł;balkon;garaż/miejsce parkingowe;2017;;ul. Żupnicza, Kamionek, Praga-Południe, Warszawa, mazowieckie
4278;899 000 zł;62,4 m²;3;parter/5;880 zł;ogródek, taras;garaż/miejsce parkingowe;2019;do zamieszkania;ul. Marywilska, Żerań, Białołęka, Warszawa, mazowieckie
4279;795 000 zł;61,29 m²;3;4/5;1 000 zł;balkon;;1992;do remontu;ul. Melomanów, Czerniaków, Mokotów, Warszawa, mazowieckie
4280;700 000 zł;33,27 m²;2;2/2;;;garaż/miejsce parkingowe;2023;do wykończenia;Holzera, Powsinek, Wilanów, Warszawa, mazowieckie
4281;790 000 zł;42 m²;2;4/5;470 zł;;garaż/miejsce parkingowe;1954;do remontu;ul. Grójecka, Stara Ochota, Ochota, Warszawa, mazowieckie
4282;1 590 000 zł;70 m²;3;> 10/30;1 100 zł;ogródek, taras;garaż/miejsce parkingowe;2004;do zamieszkania;ul. Łucka, Mirów, Wola, Warszawa, mazowieckie
4283;1 420 000 zł;82,16 m²;4;4/6;850 zł;balkon;garaż/miejsce parkingowe;2023;do wykończenia;ul. Bokserska, Służew, Mokotów, Warszawa, mazowieckie
4284;1 195 000 zł;52 m²;2;6/6;950 zł;;;1955;do zamieszkania;ul. Chmielna, Mirów, Wola, Warszawa, mazowieckie
4285;1 139 000 zł;64 m²;3;1/3;;;;brak informacji;do zamieszkania;ul. Żytnia, Młynów, Wola, Warszawa, mazowieckie
4286;Zapytaj o cenę;121,24 m²;5;3/3;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Koprzywiańska, Gocławek, Praga-Południe, Warszawa, mazowieckie
4287;1 149 000 zł;41 m²;2;7/7;;balkon;;1961;do zamieszkania;ul. Nowogrodzka, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie
4288;1 145 000 zł;68 m²;4;3/3;950 zł;balkon;;1960;do zamieszkania;ul. Stefana Żeromskiego, Stare Bielany, Bielany, Warszawa, mazowieckie
4289;575 000 zł;28 m²;1;2/10;400 zł;balkon;garaż/miejsce parkingowe;1980;;ul. Antoniego Józefa Madalińskiego, Stary Mokotów, Mokotów, Warszawa, mazowieckie
4290;995 000 zł;76,4 m²;3;3/12;1 100 zł;balkon;garaż/miejsce parkingowe;2001;do zamieszkania;ul. Janusza Meissnera, Gocław, Praga-Południe, Warszawa, mazowieckie
4291;225 000 zł;18 m²;1;1/2;;;garaż/miejsce parkingowe;2025;;Czechowice, Ursus, Warszawa, mazowieckie
4292;1 050 000 zł;46,7 m²;3;1/7;500 zł;balkon;garaż/miejsce parkingowe;2022;do zamieszkania;Optyków 3b, Gocław, Praga-Południe, Warszawa, mazowieckie
4293;1 031 745 zł;61,05 m²;3;2/11;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Powsińska, Sadyba, Mokotów, Warszawa, mazowieckie
4294;1 839 140,81 zł;99,44 m²;4;1;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Ksawerów, Mokotów, Warszawa, mazowieckie
4295;2 800 000 zł;88 m²;4;5/6;1 000 zł;taras;garaż/miejsce parkingowe;2021;do zamieszkania;ul. Bobrowiecka, Sielce, Mokotów, Warszawa, mazowieckie
4296;1 430 000 zł;74,67 m²;3;parter/4;1 250 zł;ogródek, taras;;2014;do zamieszkania;ul. Franciszka Klimczaka, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie
4297;999 999 zł;54,7 m²;3;1/14;;balkon;garaż/miejsce parkingowe;2018;do zamieszkania;Odolany, Wola, Warszawa, mazowieckie
4298;1 750 000 zł;84,5 m²;3;1/4;900 zł;;;1947;;ul. Wilcza, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie
4299;739 000 zł;50 m²;3;3/4;;balkon;;brak informacji;do zamieszkania;Sadyba , ulica Urle, Sadyba, Mokotów, Warszawa, mazowieckie
4300;890 000 zł;49,4 m²;2;3/3;;;;1957;do wykończenia;ul. gen. Władysława Andersa, Muranów, Śródmieście, Warszawa, mazowieckie
4301;1 113 000 zł;53 m²;2;2/7;750 zł;;garaż/miejsce parkingowe;2019;do zamieszkania;ul. Fort Wola, Ulrychów, Wola, Warszawa, mazowieckie
4302;1 690 000 zł;83 m²;2;5/10;1 200 zł;taras;garaż/miejsce parkingowe;2001;do zamieszkania;Mirów, Wola, Warszawa, mazowieckie
4303;599 000 zł;36,5 m²;2;8/8;560 zł;balkon;;1978;do zamieszkania;ul. gen. Waleriana Czumy, Jelonki Północne, Bemowo, Warszawa, mazowieckie
4304;1 150 000 zł;69,7 m²;4;2/4;1 480 zł;balkon;garaż/miejsce parkingowe;1975;do zamieszkania;Stegny, Mokotów, Warszawa, mazowieckie
4305;Zapytaj o cenę;33,52 m²;2;parter/6;;taras, ogródek;garaż/miejsce parkingowe;;do wykończenia;ul. Szeligowska 24, Chrzanów, Bemowo, Warszawa, mazowieckie
4306;2 920 000 zł;108 m²;3;parter/4;;;;1928;;ul. Cecylii Śniegockiej, Solec, Śródmieście, Warszawa, mazowieckie
4307;1 655 000 zł;99 m²;4;parter/4;1 700 zł;;garaż/miejsce parkingowe;2001;do zamieszkania;ul. Górnośląska, Solec, Śródmieście, Warszawa, mazowieckie
4308;690 000 zł;36,16 m²;2;4/6;;balkon;garaż/miejsce parkingowe;2016;do zamieszkania;ul. Tadeusza Rechniewskiego, Gocław, Praga-Południe, Warszawa, mazowieckie
4309;638 000 zł;54 m²;3;;;balkon, ogródek;garaż/miejsce parkingowe;2024;do wykończenia;ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie
4310;555 000 zł;31,06 m²;1;4/10;590 zł;balkon;;brak informacji;do remontu;ul. Blacharska, Służew, Mokotów, Warszawa, mazowieckie
4311;1 730 000 zł;93,89 m²;4;3;1 500 zł;balkon;garaż/miejsce parkingowe;2023;do zamieszkania;Górce, Bemowo, Warszawa, mazowieckie
4312;466 100 zł;34,88 m²;2;1/2;230 zł;balkon;garaż/miejsce parkingowe;2024;do wykończenia;Grodzisk, Białołęka, Warszawa, mazowieckie
4313;1 279 000 zł;84 m²;4;9/10;;balkon;;1976;do zamieszkania;ul. Kwitnąca, Chomiczówka, Bielany, Warszawa, mazowieckie
4314;465 000 zł;35 m²;2;;;balkon;garaż/miejsce parkingowe;2024;;ul. Leona Berensona, Grodzisk, Białołęka, Warszawa, mazowieckie
4315;719 000 zł;40 m²;2;> 10/15;;balkon;;1970;do remontu;Mirów, Wola, Warszawa, mazowieckie
4316;749 000 zł;52 m²;2;1/2;650 zł;balkon;garaż/miejsce parkingowe;2000;do remontu;Grochów, Praga-Południe, Warszawa, mazowieckie
4317;2 340 000 zł;120 m²;4;4/4;;balkon;garaż/miejsce parkingowe;2001;do wykończenia;Ksawerów, Mokotów, Warszawa, mazowieckie
4318;1 080 000 zł;72 m²;3;> 10/12;900 zł;balkon;garaż/miejsce parkingowe;1977;do zamieszkania;ul. Anieli Krzywoń, Jelonki Południowe, Bemowo, Warszawa, mazowieckie
4319;1 472 000 zł;64 m²;2;3/3;1 000 zł;balkon, ogródek;garaż/miejsce parkingowe;1950;do zamieszkania;ul. Rakowiecka, Stary Mokotów, Mokotów, Warszawa, mazowieckie
4320;1 990 000 zł;123 m²;5;3/3;1 000 zł;balkon;garaż/miejsce parkingowe;1995;do remontu;ul. Konstancińska, Sadyba, Mokotów, Warszawa, mazowieckie
4321;636 000 zł;32,01 m²;2;;;balkon;garaż/miejsce parkingowe;2024;do wykończenia;ul. rtm. Witolda Pileckiego, Ursynów Północny, Ursynów, Warszawa, mazowieckie
4322;899 000 zł;72,71 m²;4;8/12;660 zł;balkon;;1978;;ul. Wojciecha Bogusławskiego, Chomiczówka, Bielany, Warszawa, mazowieckie
4323;849 000 zł;61,36 m²;3;4/5;845 zł;balkon, taras;garaż/miejsce parkingowe;2021;do zamieszkania;ul. Marywilska, Żerań, Białołęka, Warszawa, mazowieckie
4324;3 000 000 zł;160 m²;4;> 10/17;;balkon, taras;garaż/miejsce parkingowe;2008;do zamieszkania;ul. Zygmunta Słomińskiego, Muranów, Śródmieście, Warszawa, mazowieckie
4325;790 000 zł;35 m²;1;4/7;900 zł;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;ul. Banderii 4, Młynów, Wola, Warszawa, mazowieckie
4326;679 000 zł;47 m²;2;6/10;699 zł;balkon;;brak informacji;do zamieszkania;Nowa Praga, Praga-Północ, Warszawa, mazowieckie
4327;1 750 000 zł;82,3 m²;3;1/7;1 090 zł;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;ul. Zawiszy, Młynów, Wola, Warszawa, mazowieckie
4328;1 990 000 zł;55 m²;2;3/6;800 zł;balkon, taras;garaż/miejsce parkingowe;2009;do zamieszkania;ul. Wojciecha Górskiego, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie
4329;2 400 000 zł;105,12 m²;4;parter/2;;ogródek;garaż/miejsce parkingowe;2025;do wykończenia;ul. Chlewińska, Marymont-Kaskada, Bielany, Warszawa, mazowieckie
4330;579 000 zł;33 m²;1;2/8;600 zł;taras;;2017;do zamieszkania;SKOROSZE  ul. Starodęby, Skorosze, Ursus, Warszawa, mazowieckie
4331;1 200 000 zł;60 m²;3;7/7;850 zł;balkon;garaż/miejsce parkingowe;2019;do zamieszkania;ul. Komputerowa, Służewiec, Mokotów, Warszawa, mazowieckie
4332;1 070 000 zł;59,5 m²;2;8/11;;;;2000;;ul. Ludwika Kondratowicza, Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie
4333;890 000 zł;56,8 m²;3;2/3;750 zł;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;ul. gen. Meriana C. Coopera, Chrzanów, Bemowo, Warszawa, mazowieckie
4334;950 000 zł;49 m²;2;parter/5;930 zł;balkon, taras;garaż/miejsce parkingowe;2015;do zamieszkania;Grochów, Praga-Południe, Warszawa, mazowieckie
4335;719 000 zł;51 m²;2;3/7;650 zł;balkon;garaż/miejsce parkingowe;2007;do zamieszkania;Tarchomin, Białołęka, Warszawa, mazowieckie
4336;999 000 zł;56 m²;3;2/6;;;;2019;do remontu;ul. Mangalia, Stegny, Mokotów, Warszawa, mazowieckie
4337;399 000 zł;21 m²;1;6/9;;;;1969;do remontu;ul. Obozowa, Koło, Wola, Warszawa, mazowieckie
4338;1 750 000 zł;51 m²;2;3/5;;;;2024;;ul. Emilii Plater, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie
4339;1 336 000 zł;64 m²;2;2/4;;taras, balkon;garaż/miejsce parkingowe;2010;do zamieszkania;Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie
4340;1 190 000 zł;38 m²;1;parter/4;250 zł;;;brak informacji;do remontu;ul. Ordynacka, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie
4341;729 000 zł;41,14 m²;2;4/6;;balkon;garaż/miejsce parkingowe;2026;do remontu;ul. Wschodu Słońca, Raków, Włochy, Warszawa, mazowieckie
4342;870 000 zł;60 m²;3;3/3;1 000 zł;balkon;garaż/miejsce parkingowe;1989;do zamieszkania;ul. Franciszka Kawy, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie
4343;679 000 zł;45,7 m²;2;2/4;570 zł;balkon;garaż/miejsce parkingowe;2019;do zamieszkania;ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie
4344;899 000 zł;53,5 m²;2;9/12;870 zł;balkon;garaż/miejsce parkingowe;2012;do zamieszkania;ul. św. Bonifacego, Sadyba, Mokotów, Warszawa, mazowieckie
4345;685 000 zł;43,5 m²;2;parter/3;600 zł;taras, ogródek;garaż/miejsce parkingowe;2015;do zamieszkania;ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie
